,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50,gene51,gene52,gene53,gene54,gene55,gene56,gene57,gene58,gene59,gene60,gene61,gene62,gene63,gene64,gene65,gene66,gene67,gene68,gene69,gene70,gene71,gene72,gene73,gene74,gene75,gene76,gene77,gene78,gene79,gene80,gene81,gene82,gene83,gene84,gene85,gene86,gene87,gene88,gene89,gene90,gene91,gene92,gene93,gene94,gene95,gene96,gene97,gene98,gene99,gene100,gene101,gene102,gene103,gene104,gene105,gene106,gene107,gene108,gene109,gene110
cell220,9,60,0,13,15,0,17,21,11,18,8,2,0,2,8,5,13,5,1,48,13,56,5,0,13,9,16,0,0,0,2,22,2,12,0,3,3,5,8,5,7,4,2,3,2,2,3,0,7,2,1,11,10,2,8,9,2,13,13,0,1,2,13,12,11,9,1,15,4,6,13,4,15,2,0,4,5,47,1,0,6,23,8,8,5,8,1,23,307,4,29,3,1,0,2,0,1,8,1,2,33,17,1,49,4,8,675,1,95,49
cell221,50,286,4,42,3,1,38,53,54,38,57,2,2,7,140,6,103,13,1,19,6,134,1,0,8,4,11,0,2,0,2,11,0,1,4,4,16,69,6,0,10,28,1,75,0,5,0,0,35,6,6,25,37,74,13,23,18,14,71,1,0,8,28,15,13,131,3,16,0,6,148,39,16,0,0,2,13,134,15,1,12,33,1,15,47,185,0,18,1409,12,17,2,1,1,7,0,15,36,6,32,372,18,10,70,8,2,3984,5,5,113
cell222,14,46,0,10,8,5,21,41,10,11,7,9,1,5,11,5,7,1,1,67,12,47,0,0,25,3,16,0,2,0,4,20,0,0,0,6,1,2,9,1,2,10,3,3,1,1,4,0,6,3,5,11,14,18,5,12,4,10,10,0,8,0,15,5,4,12,0,10,2,10,11,11,9,1,0,1,7,18,1,2,6,25,4,11,7,6,6,32,395,5,20,2,2,0,1,0,3,3,1,10,25,18,0,29,4,10,4955,4,71,22
cell223,6,173,2,74,0,3,92,73,65,83,12,14,4,3,182,10,94,65,0,25,7,220,1,2,5,12,11,0,2,0,1,10,1,6,8,0,24,94,15,2,8,60,0,101,7,0,0,0,42,30,1,26,26,58,8,13,3,15,88,0,2,3,37,10,16,145,16,14,2,6,253,62,12,2,0,3,10,210,174,1,12,132,3,10,26,169,0,15,1422,9,29,1,0,0,1,0,11,80,5,18,321,15,2,48,1,6,2357,9,6,170
cell224,1,413,0,138,0,1,72,88,38,101,57,65,3,2,250,14,306,81,0,15,10,296,0,11,12,12,13,0,2,0,6,10,0,4,5,2,15,148,21,0,9,50,3,55,1,2,0,0,58,39,8,60,41,175,4,2,6,28,76,0,0,6,43,9,13,189,11,8,0,14,299,62,9,1,3,1,6,61,32,0,17,146,2,5,71,157,6,21,1327,16,17,7,1,4,2,0,9,57,2,57,286,21,0,58,3,8,0,0,5,23
cell225,0,602,0,37,0,8,121,80,51,132,56,14,4,4,143,14,183,25,6,19,13,175,1,5,16,6,10,0,0,1,0,12,2,3,10,2,15,76,10,2,14,50,1,45,7,0,0,0,39,9,9,26,23,175,6,57,9,19,70,2,4,7,34,7,10,144,2,13,0,1,189,49,15,0,0,2,16,23,60,2,10,109,1,11,23,105,7,16,1975,15,18,3,1,0,5,0,0,60,9,47,300,17,6,37,5,4,7840,2,8,43
cell226,24,633,0,27,0,1,179,94,48,100,34,83,4,1,174,11,196,42,0,22,8,249,1,4,6,12,11,0,6,0,0,23,1,3,0,1,16,51,19,4,4,42,0,99,10,0,0,0,69,14,2,64,31,145,12,32,7,13,73,1,1,19,60,9,12,181,23,20,0,5,270,43,10,1,2,0,15,140,69,0,0,105,0,11,31,151,0,22,2218,15,24,3,1,5,1,0,23,88,4,29,354,20,0,20,0,11,2917,4,6,43
cell227,2,35,0,8,10,0,17,41,8,5,5,3,0,13,7,3,20,2,0,46,14,63,1,1,30,11,19,0,0,0,0,15,0,12,0,10,2,0,1,0,0,2,3,0,3,0,8,0,12,0,6,9,10,26,15,8,7,16,14,0,4,1,19,8,4,17,1,21,2,6,11,3,13,2,3,4,10,13,2,1,5,25,2,8,2,27,0,39,154,7,20,0,1,11,1,0,0,12,2,3,27,20,0,28,6,10,12,1,59,29
cell228,21,57,0,25,33,0,17,44,8,12,10,30,0,3,15,14,15,3,2,57,16,58,0,0,32,9,23,0,2,0,2,22,0,9,4,3,5,6,3,0,3,1,2,7,4,0,2,2,9,2,9,0,14,14,6,6,5,17,19,5,0,0,15,10,12,10,1,22,1,1,11,7,9,0,1,3,8,25,5,0,5,30,0,9,3,22,0,23,397,7,12,2,2,1,0,0,3,4,1,6,21,14,0,28,5,6,10327,1,102,23
cell229,18,16,0,3,0,0,30,24,22,46,46,235,15,6,337,26,376,81,0,69,39,451,1,4,27,10,45,0,0,0,16,45,0,3,1,7,9,122,28,2,3,70,1,125,5,26,5,3,94,42,3,60,57,15,70,72,17,13,144,4,5,25,16,27,33,336,14,19,0,6,494,133,24,1,2,9,16,2,292,0,33,219,1,17,84,33,2,62,74,17,45,12,6,591,4,0,3,171,8,29,18,45,0,52,3,0,8925,14,9,150
cell230,3,1754,0,124,0,1,86,35,43,131,52,44,0,3,143,15,161,34,2,16,13,242,0,1,11,6,2,0,4,2,1,12,0,5,1,3,14,78,13,1,7,37,1,48,6,0,0,0,52,20,10,30,20,169,18,29,7,16,65,0,0,11,34,6,15,128,7,11,1,11,246,65,16,0,0,1,14,191,18,0,16,114,2,10,59,209,8,17,3747,9,25,20,4,0,0,0,0,43,2,15,380,18,0,28,6,0,150,5,13,47
cell231,19,12,0,13,0,4,38,47,42,18,89,123,1,14,412,25,200,87,0,99,40,516,0,18,30,17,3,0,1,0,4,45,3,12,17,7,21,228,13,1,19,83,1,203,7,24,4,0,146,56,9,103,65,107,99,29,24,9,220,0,9,14,62,19,39,333,43,16,1,15,485,163,15,0,4,6,17,10,236,0,40,265,7,21,72,25,0,72,44,28,27,7,11,14,3,0,1,61,5,52,28,48,0,26,2,1,9208,7,13,374
cell232,21,16,0,6,0,3,14,26,30,39,93,0,26,7,475,25,496,96,0,80,29,424,0,35,54,9,30,0,2,0,3,46,0,10,3,6,11,204,32,2,29,110,0,342,0,0,4,0,131,54,8,102,49,19,81,100,23,12,206,0,4,18,85,20,24,289,64,14,0,11,290,156,26,3,2,1,18,4,91,1,37,288,7,10,87,14,7,64,85,14,22,8,3,0,6,1,15,206,3,19,20,52,0,11,7,4,2564,11,3,536
cell233,1,666,5,168,0,1,56,55,12,92,15,23,1,6,86,8,103,25,5,16,16,185,0,3,12,9,7,0,1,0,1,13,0,1,0,5,13,58,18,0,11,17,1,28,5,5,1,0,32,16,4,30,19,121,6,6,4,10,35,3,9,11,22,10,13,73,7,11,1,10,103,41,17,0,0,5,21,250,18,0,16,17,1,13,19,146,1,12,3889,9,21,5,0,0,5,0,2,33,5,11,365,22,0,42,4,2,671,1,7,45
cell234,37,23,0,11,12,0,22,95,35,2,5,0,3,5,7,4,21,14,0,38,14,116,0,0,24,12,6,0,0,0,4,24,6,3,9,3,7,2,7,0,5,6,1,3,3,2,0,0,5,1,3,6,14,24,22,4,4,23,20,3,3,1,19,9,16,17,1,15,3,6,13,17,14,1,2,0,4,45,7,0,11,50,5,7,1,15,0,41,383,7,38,0,0,1,3,0,1,8,0,11,18,12,0,32,5,10,9738,2,36,39
cell235,20,312,0,91,0,0,64,89,26,55,17,0,1,3,64,2,76,5,12,10,8,208,1,3,11,8,5,0,1,0,1,13,0,4,3,3,8,53,9,0,2,25,0,27,4,1,0,0,23,2,8,15,15,197,4,3,10,17,24,0,6,1,14,14,18,36,2,18,0,1,66,21,20,3,3,0,17,217,13,0,13,116,6,13,10,243,0,10,3282,11,18,4,0,1,9,0,4,7,2,17,383,14,4,19,6,0,366,0,8,160
cell236,33,41,0,11,34,1,25,60,18,12,11,26,4,5,15,8,13,1,0,61,23,76,0,5,54,9,27,0,6,0,8,36,0,1,0,6,4,8,6,1,1,6,5,3,4,0,7,3,4,1,8,6,13,31,3,16,9,7,14,0,1,1,9,11,16,11,2,14,3,8,12,3,16,0,4,3,4,11,10,0,5,52,6,12,2,16,0,30,341,7,12,1,2,0,3,0,2,14,1,4,16,14,0,35,1,5,7692,5,125,51
cell237,37,29,0,11,0,1,35,37,9,65,182,136,14,3,658,32,726,106,3,73,32,584,2,37,46,17,16,0,15,0,4,53,0,10,0,5,28,185,21,0,3,110,1,140,7,14,2,0,91,113,3,136,83,35,58,134,27,11,275,0,7,59,100,34,50,499,42,18,0,19,748,127,23,2,4,4,17,5,142,0,52,277,2,26,69,17,22,50,81,33,33,14,3,1249,2,0,17,89,0,69,22,57,0,10,3,4,31,8,10,143
cell238,26,34,0,9,21,1,13,39,10,20,8,11,0,2,19,2,22,5,1,32,9,85,4,0,10,10,15,0,0,0,1,14,1,1,0,1,3,3,4,2,2,8,2,2,3,0,2,1,12,3,7,5,14,9,6,13,5,19,14,0,5,0,12,7,4,13,2,12,3,4,17,2,13,0,2,2,11,7,4,0,6,32,2,10,1,14,0,24,377,5,18,2,1,10,0,0,1,0,14,16,15,11,0,10,7,13,6064,5,34,60
cell239,52,425,0,57,0,1,83,61,37,59,41,30,4,3,142,12,196,34,0,18,9,425,0,3,9,6,13,0,5,0,0,7,2,6,3,2,33,61,10,4,7,55,2,55,1,17,1,0,36,35,7,46,28,164,36,34,8,12,75,0,5,15,29,13,11,105,6,16,4,9,171,19,13,0,0,1,4,71,110,1,9,37,1,12,44,249,2,9,2149,9,41,2,0,0,6,0,0,37,9,14,298,15,0,56,3,5,7818,8,6,45
cell240,11,22,0,9,0,3,28,40,13,45,87,6,23,14,641,67,711,125,2,83,33,554,0,38,44,16,16,0,1,0,0,55,6,5,0,4,10,132,32,2,14,157,0,198,6,14,2,0,125,56,6,95,77,19,151,118,8,14,213,0,5,16,119,19,45,488,94,23,0,10,700,197,8,4,5,10,29,6,269,1,35,260,1,19,174,20,15,61,65,41,48,33,0,105,1,0,0,272,4,103,18,62,0,18,1,0,7990,7,25,381
cell241,13,23,0,30,13,0,17,44,17,8,8,0,0,6,12,4,17,2,0,25,9,100,2,7,16,9,6,0,0,0,2,9,0,0,0,4,2,2,3,0,5,6,5,3,3,1,2,0,4,2,6,11,17,25,5,16,4,20,16,0,4,0,17,14,11,13,1,11,3,8,13,8,14,0,0,2,12,49,0,2,6,46,6,3,3,18,0,17,334,3,17,1,0,0,0,0,1,13,1,7,11,19,0,25,10,5,740,1,62,41
cell242,34,19,0,5,0,1,43,33,2,98,146,275,1,11,685,50,748,106,1,67,26,588,1,9,25,8,27,0,17,0,4,29,0,1,46,7,9,220,42,5,3,144,1,262,2,22,1,0,271,34,10,93,74,24,166,149,14,15,293,0,8,14,108,20,41,443,3,21,1,23,758,321,9,1,9,6,17,1,394,0,18,206,1,22,103,17,3,49,81,26,18,17,0,28,0,0,2,398,3,101,16,42,0,13,7,1,2261,2,36,609
cell243,8,45,0,20,12,4,15,48,8,8,14,7,0,1,9,7,12,6,0,14,4,107,1,2,14,5,14,0,0,0,5,11,0,7,0,2,2,6,11,0,2,17,1,7,3,2,0,0,6,2,6,5,15,45,8,3,2,13,15,0,3,4,11,8,5,9,1,15,3,2,17,12,10,0,1,9,3,30,1,0,5,35,0,8,7,34,3,8,231,10,17,2,0,0,2,0,4,4,0,6,29,19,0,22,4,10,3910,2,64,33
cell244,10,18,0,3,0,3,24,46,23,76,101,103,9,3,539,31,739,126,0,85,48,557,0,16,20,10,19,0,0,0,9,41,1,0,28,6,10,391,13,1,15,94,0,308,4,23,0,1,196,29,10,79,86,30,88,79,28,16,258,0,8,30,108,14,51,412,38,15,0,23,625,125,27,0,0,3,16,1,411,1,32,268,4,22,138,5,0,47,74,26,22,7,1,34,2,0,4,334,1,88,34,51,0,32,2,4,523,18,9,299
cell245,14,21,0,5,0,6,14,32,12,54,120,372,8,9,629,34,768,138,0,75,41,614,8,17,37,7,23,0,0,0,4,51,0,9,6,3,32,189,24,1,7,124,1,341,2,61,10,3,181,138,5,73,50,6,70,136,10,25,261,0,4,30,129,25,23,521,33,19,2,10,738,228,18,0,0,8,21,8,44,2,28,315,4,16,133,17,0,66,74,25,47,13,6,0,5,0,28,116,1,66,29,56,0,14,2,2,685,14,21,47
cell246,43,20,0,4,0,1,57,29,71,33,145,0,3,0,558,20,632,147,12,85,34,64,0,6,23,11,30,0,9,0,2,26,2,5,1,8,29,179,24,4,4,90,0,284,1,5,2,1,133,43,7,90,67,17,104,120,5,12,182,8,7,77,93,16,37,306,7,10,0,7,515,191,23,0,3,4,24,6,139,2,32,233,5,19,106,13,7,42,43,28,56,4,5,0,4,0,19,267,3,36,27,52,0,26,9,3,4788,19,18,302
cell247,28,468,0,39,0,0,70,42,27,63,22,0,5,6,179,19,218,32,0,19,7,311,0,0,14,8,12,0,0,2,1,8,0,2,9,3,13,74,5,1,3,46,4,67,4,3,0,0,53,28,7,42,29,155,21,40,9,9,65,4,2,5,23,10,15,141,2,9,0,3,231,71,10,1,1,7,13,60,21,0,20,10,5,14,17,133,4,20,1125,16,47,8,2,614,4,0,5,4,2,40,250,17,0,27,1,3,7,0,4,71
cell248,18,22,0,8,0,17,50,34,36,53,82,0,18,7,603,53,599,200,5,74,32,435,0,8,43,16,34,0,1,0,1,52,4,7,0,3,11,162,22,1,15,112,3,179,1,39,1,1,92,54,9,109,49,16,86,68,19,9,216,0,1,12,104,30,51,434,46,14,0,13,667,229,24,0,7,3,25,2,99,2,26,180,7,17,78,5,6,74,67,23,38,8,6,46,1,0,13,269,4,76,26,63,0,9,1,3,9139,13,30,295
cell249,10,19,0,9,0,11,22,28,15,32,77,130,2,1,446,52,490,21,0,62,38,476,0,9,53,22,30,0,6,0,2,36,0,17,0,2,0,166,7,4,0,91,6,186,3,24,8,2,143,44,1,58,60,23,80,66,18,20,118,2,4,19,66,21,30,233,41,18,0,12,467,44,31,0,0,4,18,5,277,0,19,164,0,21,124,7,0,50,56,21,37,9,7,54,1,0,10,85,5,38,24,61,0,17,2,6,3,14,30,243
cell250,13,56,0,17,5,0,15,33,15,13,7,7,2,5,12,3,19,2,0,15,6,51,0,3,12,5,12,0,0,0,1,3,0,1,0,1,2,1,2,0,4,1,2,7,6,0,4,2,15,0,3,8,21,70,9,2,1,15,12,0,8,0,10,4,13,13,1,11,3,5,15,2,8,0,1,1,6,41,2,0,4,45,9,3,2,28,2,14,589,2,16,1,1,29,1,1,0,6,1,3,31,18,0,19,7,9,2929,1,105,25
cell251,22,117,0,5,0,22,47,32,16,56,111,7,2,1,514,63,501,45,1,132,32,372,1,26,30,13,24,0,0,0,2,69,0,16,1,15,19,200,24,2,38,96,1,141,6,19,7,1,95,83,10,126,69,23,200,127,43,25,196,1,2,32,88,41,73,404,26,19,0,14,483,107,52,1,10,7,39,2,19,1,38,124,2,43,185,14,1,97,75,44,26,2,3,62,0,0,28,117,4,59,22,56,0,2,0,2,1,19,13,80
cell252,9,741,0,58,59,5,77,32,29,11,39,0,5,5,124,13,148,29,0,18,15,35,2,6,5,2,6,0,0,1,4,8,0,2,2,1,21,81,7,1,6,50,0,83,0,5,1,0,31,15,10,37,23,90,41,41,6,15,64,4,3,10,28,8,9,106,12,15,2,6,178,30,16,1,1,2,15,82,121,0,6,78,1,9,10,108,2,17,1564,13,17,2,1,17,3,0,4,41,0,28,308,19,0,19,1,3,3169,3,8,87
cell253,4,90,0,48,3,0,11,27,11,6,8,1,0,4,12,8,11,4,2,18,10,50,0,9,3,6,4,0,0,1,0,15,0,2,0,5,0,4,7,3,7,3,2,6,1,0,0,0,9,0,10,5,19,10,5,4,6,21,9,2,1,1,11,9,4,13,2,17,2,4,11,8,7,3,0,0,8,50,0,1,4,21,2,6,5,18,1,13,517,2,12,1,0,0,2,0,4,4,1,1,16,14,0,25,9,19,428,3,68,81
cell254,10,97,0,31,8,5,16,9,7,14,13,12,1,9,20,11,10,6,0,14,8,58,1,1,9,12,7,0,0,0,0,13,1,2,4,4,3,5,4,0,2,6,1,6,5,0,0,0,9,3,4,13,20,28,7,11,2,16,14,1,5,3,14,7,11,18,1,5,2,6,12,6,7,0,1,2,9,27,0,0,9,43,2,7,1,18,0,17,573,4,3,1,0,1,0,0,1,7,1,2,21,21,3,28,6,13,2,4,97,68
cell255,21,7,0,8,0,4,44,34,33,59,149,274,2,12,539,46,681,116,0,85,49,422,0,12,45,25,39,0,8,0,1,47,0,15,0,10,7,91,44,4,13,86,1,213,1,19,5,1,92,64,8,97,48,22,183,26,18,16,208,0,5,14,110,31,60,500,57,19,2,8,605,179,35,3,2,2,34,7,418,0,80,190,6,32,205,16,3,57,50,35,26,15,9,0,2,0,8,111,1,48,27,50,0,30,2,1,9633,18,9,132
cell256,37,553,0,69,6,0,66,65,18,142,27,9,3,1,79,9,124,22,0,19,6,155,0,0,9,14,16,0,0,0,2,17,1,2,0,1,3,24,3,2,6,32,0,47,9,0,1,0,40,15,5,30,18,87,25,16,6,17,53,1,6,3,26,12,18,69,6,20,0,2,165,42,16,0,2,0,16,60,115,0,15,31,3,10,32,81,0,20,1322,16,15,4,2,86,1,0,2,42,4,25,351,25,0,17,4,2,4143,0,12,37
cell257,29,38,0,12,10,0,27,39,26,16,11,8,1,2,12,8,23,3,1,16,2,61,4,1,8,5,3,0,1,0,1,10,0,1,0,2,3,4,2,2,1,4,5,6,1,0,3,0,11,0,3,7,7,32,8,6,4,8,20,3,6,0,6,6,12,9,5,6,4,5,23,10,10,1,0,0,15,21,8,0,3,22,2,2,4,37,1,6,678,8,11,1,0,4,5,0,1,2,1,6,25,12,0,18,13,9,3519,4,82,72
cell258,8,44,0,2,4,1,9,23,0,12,11,5,4,7,14,3,14,2,0,19,7,27,1,2,16,12,10,0,0,0,0,10,0,4,2,1,0,3,14,1,2,5,6,3,0,0,5,1,11,4,8,10,5,18,5,3,2,13,14,0,3,0,18,4,6,13,1,23,0,5,16,9,19,0,1,3,3,25,1,0,4,17,13,7,6,9,0,13,534,7,12,0,1,0,2,0,0,15,3,8,28,13,0,17,6,7,3929,3,99,49
cell259,18,195,0,56,4,0,60,60,25,121,23,0,4,6,120,15,123,28,19,10,8,229,0,14,11,12,11,0,1,0,1,10,0,2,0,0,8,99,9,2,3,32,0,48,7,0,0,0,62,22,5,32,26,71,21,26,12,9,64,1,4,5,22,14,15,69,23,22,0,8,144,41,15,3,2,1,8,19,70,1,8,102,3,13,36,209,2,12,1638,6,20,0,0,0,4,0,10,24,3,19,341,22,0,32,4,3,6777,1,11,181
cell260,30,386,0,65,1,2,58,33,15,141,31,32,1,7,78,16,83,22,0,14,5,185,0,7,8,5,7,0,0,0,0,7,0,0,0,0,15,69,7,5,8,35,0,46,8,4,0,0,40,15,12,34,11,256,13,19,4,15,68,3,0,12,27,7,21,73,4,15,0,6,84,14,20,1,1,3,14,49,5,0,4,48,1,6,14,102,3,19,2141,12,61,5,1,0,5,0,2,23,1,17,259,12,0,18,7,2,4231,0,11,21
cell261,6,44,0,37,6,2,5,14,3,10,7,0,1,1,14,4,7,5,3,16,9,19,1,11,2,8,1,0,1,1,1,12,0,4,0,3,1,5,6,0,0,5,2,3,3,3,2,3,11,1,4,8,13,19,12,9,12,17,16,0,4,0,10,1,4,6,3,8,3,0,7,9,12,0,0,5,10,99,0,0,4,20,3,14,3,5,1,17,527,3,16,2,1,0,2,0,6,4,1,4,18,20,1,21,4,8,3633,2,49,63
cell262,4,349,0,45,0,1,112,49,30,80,47,8,6,4,114,5,182,11,1,5,9,287,1,0,6,6,1,0,0,0,8,12,0,5,1,2,7,73,11,4,4,43,3,23,0,3,0,0,28,15,1,26,17,108,16,36,1,8,67,1,1,7,42,10,18,136,8,20,0,11,136,71,14,1,1,6,12,54,66,0,4,73,2,8,20,138,0,18,2118,4,22,8,2,9,3,0,5,37,2,26,308,19,0,36,2,0,0,8,5,70
cell263,8,123,0,46,15,3,11,21,5,20,2,10,1,3,13,4,17,1,2,15,6,45,0,7,10,11,13,0,1,0,1,10,0,6,0,1,1,4,4,0,4,2,1,8,6,0,2,1,15,3,3,4,21,7,10,16,7,12,18,0,1,2,14,3,13,8,1,15,3,9,12,1,14,3,1,3,13,53,5,0,7,22,11,4,3,24,0,17,533,7,4,2,1,1,0,0,1,7,2,2,18,10,0,30,6,8,0,2,80,53
cell264,27,569,0,53,0,2,131,53,29,101,49,14,4,8,90,9,133,30,0,16,3,225,1,12,7,13,13,0,0,6,1,15,0,3,0,3,13,36,9,2,4,30,0,48,1,0,0,0,21,10,4,25,21,115,18,13,7,10,58,0,0,7,35,6,18,83,6,20,1,0,133,32,12,2,1,2,17,300,20,0,8,75,5,10,28,122,3,12,3672,4,15,4,2,32,4,0,6,14,2,9,346,20,0,6,5,3,0,3,8,54
cell265,25,30,0,33,0,1,22,36,8,7,2,4,0,1,19,11,28,2,3,14,9,62,0,2,14,10,1,0,0,1,1,10,4,5,0,4,2,0,9,0,1,9,8,3,0,0,4,3,11,3,10,4,6,32,6,13,6,15,18,3,2,1,17,5,10,11,3,10,2,7,11,5,6,3,1,0,7,39,4,0,3,12,7,5,8,23,1,13,577,9,15,9,2,0,0,0,5,7,3,5,21,14,0,27,2,6,2665,3,56,117
cell266,31,375,0,88,0,6,68,51,46,96,33,110,6,8,87,11,99,42,24,20,10,207,0,4,12,13,11,0,1,0,0,12,1,2,0,1,15,49,12,1,1,41,1,44,3,1,0,0,41,21,3,14,20,119,32,22,7,19,69,0,1,5,21,11,10,96,13,15,0,3,136,56,15,1,1,0,13,53,43,0,15,116,2,9,40,133,0,15,1455,6,31,3,1,30,9,0,9,6,3,51,287,13,5,44,2,6,920,5,10,15
cell267,21,16,0,4,0,3,26,18,2,61,148,55,15,9,478,23,611,183,0,96,43,323,0,7,50,19,1,0,0,1,3,47,3,9,117,3,24,126,31,1,4,101,0,240,0,1,4,1,102,51,5,76,65,16,140,107,27,23,141,0,9,3,84,23,53,377,42,18,0,10,455,206,22,1,7,4,24,2,148,1,45,105,5,24,121,10,16,86,44,31,9,20,6,5,4,0,40,197,3,26,24,53,0,32,0,1,9796,26,4,164
cell268,55,264,0,50,0,0,58,47,29,44,31,0,4,0,98,9,109,14,1,17,7,215,0,9,6,13,10,0,0,2,4,6,0,2,0,1,19,27,12,1,12,17,0,51,4,3,2,0,22,7,9,32,27,115,34,13,10,11,50,1,1,13,22,8,16,80,5,14,0,17,136,33,9,0,1,0,14,41,33,2,7,72,0,6,14,75,0,13,1123,8,16,6,0,6,1,0,2,16,0,22,373,20,0,61,6,2,811,5,8,67
cell269,15,57,0,33,0,0,13,15,15,12,7,2,0,1,13,3,10,2,3,18,4,32,0,8,10,11,2,0,1,0,0,11,0,2,0,0,6,3,2,0,1,7,3,6,1,0,0,1,7,1,8,5,14,8,7,20,5,17,25,0,1,1,11,7,14,10,0,14,5,7,11,10,8,0,0,2,4,81,0,0,1,39,6,7,1,27,0,15,577,5,10,1,0,2,4,0,3,8,0,4,18,15,5,28,1,13,7018,1,34,70
cell270,15,71,0,26,0,1,28,27,11,15,7,10,0,5,18,11,13,7,0,12,4,99,2,8,11,4,8,0,0,1,0,9,0,0,0,1,1,5,5,0,0,5,1,10,8,1,0,0,12,1,9,9,13,63,12,17,2,11,13,2,1,0,16,5,8,23,0,13,3,5,16,8,19,0,7,4,6,39,6,0,4,29,3,6,2,28,1,6,741,6,9,2,2,9,1,0,4,12,0,7,33,11,1,23,1,11,33,1,75,43
cell271,14,11,0,2,8,0,17,23,15,59,81,1,0,6,430,42,437,32,0,102,49,306,2,13,68,18,49,0,0,6,24,57,2,4,0,7,4,369,48,3,2,86,3,167,1,0,13,0,90,48,10,79,62,4,76,94,7,9,165,2,4,26,65,20,39,375,13,20,0,16,443,93,22,0,3,2,23,7,41,1,47,89,5,18,105,9,1,78,13,32,23,22,3,0,0,0,23,184,3,75,25,58,3,43,4,2,6660,21,17,34
cell272,41,513,0,40,37,2,117,98,70,71,66,81,1,10,186,29,251,28,29,13,9,368,1,0,17,3,3,0,0,1,2,9,0,6,0,1,32,47,13,3,21,40,2,98,4,0,0,0,40,10,7,45,28,36,53,57,1,10,98,1,5,7,55,16,6,105,3,16,1,10,186,47,14,3,0,0,11,43,75,0,6,113,3,8,35,113,3,13,1416,16,28,2,0,0,3,0,31,35,2,23,290,22,44,33,3,1,110,1,11,14
cell273,36,688,0,95,0,5,121,30,62,74,46,20,12,4,176,12,186,13,82,13,7,218,1,10,6,9,1,0,0,3,2,12,0,11,0,2,8,37,9,0,12,31,3,80,7,2,0,1,41,20,5,39,28,151,20,27,14,12,59,2,1,6,42,18,15,105,4,13,0,12,165,68,12,2,0,5,10,78,35,1,11,95,0,10,50,54,7,13,1771,12,24,1,0,2,2,0,19,18,1,29,232,20,0,85,2,6,2854,8,8,59
cell274,11,103,0,6,1,1,22,43,34,10,11,5,0,4,18,3,14,7,0,21,4,93,1,3,2,6,1,0,0,1,0,15,2,5,0,5,5,0,8,0,0,8,3,15,3,3,0,0,9,0,10,3,1,36,7,7,5,11,15,1,3,1,14,3,12,16,1,7,6,5,20,2,8,0,2,4,1,9,7,1,4,24,3,12,5,25,0,22,560,6,6,6,3,0,3,0,1,12,5,8,28,17,3,25,15,14,260,1,68,74
cell275,6,53,0,14,0,1,5,36,9,17,3,20,0,6,18,3,13,10,1,14,8,62,2,1,8,7,2,0,0,0,2,5,0,1,1,3,6,6,1,0,0,4,4,3,3,1,2,1,8,3,8,13,12,15,10,12,7,21,15,1,0,0,12,9,8,11,0,18,1,9,18,4,9,0,1,4,11,14,2,0,3,28,4,11,5,30,0,17,517,5,7,2,1,0,1,0,1,10,0,6,32,23,0,35,6,12,4669,3,38,89
cell276,22,12,0,6,0,6,44,49,33,63,125,10,20,1,462,30,334,136,72,144,39,424,0,11,65,13,31,0,3,0,13,63,8,5,0,2,11,284,19,2,13,102,1,120,0,5,14,0,44,66,10,79,51,39,133,115,28,18,172,2,6,42,63,31,27,309,29,15,0,15,544,200,10,0,2,3,13,3,22,1,20,134,1,18,116,6,4,56,21,11,32,7,2,25,10,0,25,118,11,43,16,53,0,15,1,2,0,15,17,160
cell277,23,17,0,10,0,0,17,22,14,54,81,16,22,7,486,48,423,141,4,71,28,381,7,15,40,13,14,0,2,1,14,39,1,2,0,9,11,304,36,1,10,108,2,194,0,9,8,0,128,69,10,84,68,33,75,113,8,18,191,2,4,6,89,11,21,354,18,18,0,12,472,168,22,1,0,2,22,2,233,0,23,92,8,20,138,3,3,46,30,16,26,11,2,12,0,0,26,112,3,32,19,50,0,15,0,2,9285,26,4,34
cell278,23,15,0,1,14,0,41,6,42,62,87,201,5,3,330,11,422,27,0,74,26,298,0,9,33,5,19,0,5,1,1,30,2,5,3,6,5,150,25,2,33,82,2,179,0,1,8,0,120,37,11,69,71,23,87,35,3,15,87,2,4,30,30,12,33,204,13,16,0,11,442,82,24,3,1,4,19,3,50,0,13,95,6,20,60,1,4,67,30,25,14,4,6,35,5,0,21,135,3,31,24,51,0,38,4,1,8833,14,13,186
cell279,4,18,0,5,12,4,18,22,23,30,123,3,0,3,351,26,477,72,1,63,19,309,2,15,38,12,8,0,4,1,5,38,0,6,0,4,6,170,11,1,13,68,2,127,1,12,3,2,54,29,6,57,54,21,118,82,14,13,130,0,3,12,80,19,30,301,9,18,0,12,521,162,19,0,1,0,18,0,139,0,25,164,1,22,168,11,7,73,14,19,27,5,2,27,2,0,38,70,2,19,25,38,0,29,7,0,402,9,17,120
