,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50,gene51,gene52,gene53,gene54,gene55,gene56,gene57,gene58,gene59,gene60,gene61,gene62,gene63,gene64,gene65,gene66,gene67,gene68,gene69,gene70,gene71,gene72,gene73,gene74,gene75,gene76,gene77,gene78,gene79,gene80,gene81,gene82,gene83,gene84,gene85,gene86,gene87,gene88,gene89,gene90,gene91,gene92,gene93,gene94,gene95,gene96,gene97,gene98,gene99,gene100,gene101,gene102,gene103,gene104,gene105,gene106,gene107,gene108,gene109,gene110
cell260,4,1,0,16,1,12,0,109,84,36,9,53,1,0,35,5,30,5,111,1124,55,0,0,0,245,17,0,4,16,3,1433,74,1268,380,42,213,78,41,16,14,0,30,7,44,61,3,1677,13,10,32,42,23,2,1,37,9,6,45,49,37,347,31,10,0,60,4,38,39,19,16,77,8,5,14,377,89,11,14,0,6,7,29,26,2,27,13,11,300,14,1,76,14,7,117,1,2,2,56,2,45,11,0,0,50,56,10,5,9,17,257
cell261,50,0,1,11,1,29,6,130,106,27,6,83,1,0,27,17,58,13,243,747,100,3,0,0,530,59,9,19,21,3,1172,107,1222,426,39,293,129,39,17,34,1,49,15,32,51,3,1587,24,4,54,56,41,6,90,43,26,9,29,53,18,324,27,11,0,28,5,49,41,14,7,131,7,5,19,409,80,5,5,62,8,4,30,20,8,58,0,13,264,9,2,82,0,6,223,11,2,6,70,0,43,1,0,0,34,59,2,7,14,38,283
cell262,10,2,0,12,328,17,0,90,120,13,5,61,5,0,9,11,30,0,123,184,14,0,0,0,0,50,2,13,19,2,215,16,354,136,22,69,81,35,5,9,0,26,7,50,21,18,72,37,1,40,6,27,0,2,23,12,11,15,27,9,88,18,5,0,111,0,21,5,6,13,82,7,0,10,126,43,20,20,0,13,7,11,13,18,29,26,18,61,0,4,73,0,11,118,7,6,8,39,3,23,0,0,0,37,14,7,10,125,8,193
cell263,52,8,1,4,412,11,0,119,262,19,14,44,0,0,15,10,51,3,208,430,122,5,1,0,45,38,26,18,16,5,948,170,1045,369,55,311,100,35,12,16,3,38,3,76,67,7,1401,12,10,41,41,22,5,84,55,13,10,40,36,37,314,31,7,0,35,2,24,37,3,19,89,6,4,14,445,64,5,30,4,17,2,4,23,4,9,13,16,231,6,3,79,0,10,165,6,4,7,75,1,27,5,0,0,60,51,7,6,3,28,219
cell264,0,14,2,6,54,34,0,179,74,10,11,86,1,0,28,8,46,12,18,2,6,5,0,2,0,5,0,64,32,37,4,1,17,12,37,7104,75,86,5,2,2,32,5,27,739,15,2,10,15,14,12,33,1,122,46,14,0,17,41,103,12,13,0,0,27,5,47,257,18,7,98,8,36,76,14,1037,4,12,2,6,3,3,63,0,35,44,24,7420,3,0,12,0,1,6,1,0,8,51,0,2,4,2,0,21,26,5,6,980,5,15
cell265,0,2,0,8,16,8,1,69,131,12,6,44,1,0,20,16,44,1,146,173,13,2,0,0,0,13,35,10,17,0,250,25,313,129,20,46,93,11,8,4,5,23,14,57,17,9,175,27,9,4,20,19,0,50,23,12,25,3,12,1,85,20,4,0,77,0,21,15,6,8,83,6,2,5,101,20,14,8,0,4,2,32,10,1,27,37,17,55,6,0,71,3,4,137,9,0,12,40,0,15,0,0,0,4,21,2,8,102,23,119
cell266,0,1,0,5,0,12,0,59,145,13,3,59,2,0,30,2,37,3,292,333,14,3,1,0,28,2,9,13,16,0,684,43,516,171,39,49,69,53,6,21,1,40,18,67,12,5,70,32,4,10,17,27,4,6,41,17,4,20,28,5,155,13,10,0,35,0,29,4,12,6,98,7,0,4,148,24,6,24,0,30,3,8,15,3,19,8,7,58,9,2,93,0,8,32,3,5,2,57,25,40,2,0,0,57,24,9,10,162,26,142
cell267,11,63,0,1,6,41,1,183,62,2,13,59,3,0,3,14,67,7,24,0,2,0,0,0,1,3,0,35,31,30,7,2,21,10,40,7466,76,44,7,1,0,33,8,39,453,5,0,8,20,25,4,24,3,1,49,9,0,0,37,144,16,8,2,1,0,1,33,199,13,5,82,1,3,47,4,897,2,68,0,7,6,2,63,2,27,24,14,7690,8,1,16,0,3,21,1,0,2,61,1,1,18,0,1,22,20,4,10,1103,13,16
cell268,22,0,2,7,196,12,0,99,217,35,9,47,9,0,38,4,53,6,462,636,50,5,0,1,68,23,56,16,20,0,1993,57,1503,313,51,280,88,59,16,13,8,48,18,62,32,6,1553,29,4,54,42,35,1,8,45,21,4,33,50,16,246,36,7,0,84,1,35,47,12,15,109,34,7,21,275,71,11,7,54,5,3,18,34,13,50,10,25,289,21,3,63,0,13,272,6,2,1,61,0,19,4,0,0,39,54,0,10,9,19,250
cell269,3,0,10,1,63,40,0,168,76,2,3,49,0,1,45,8,48,3,17,0,5,2,0,0,0,3,0,38,9,30,9,0,4,22,42,7287,64,87,7,0,5,25,1,37,256,7,21,10,9,41,4,28,0,84,47,19,6,39,40,124,23,11,4,0,0,1,28,178,20,3,93,5,1,50,8,1153,13,28,0,10,5,4,59,1,13,27,16,7787,25,0,21,0,8,55,9,0,6,66,0,10,9,0,1,13,14,1,7,3731,8,12
cell270,10,3,9,17,330,12,0,70,140,10,8,41,0,1,50,6,41,1,84,272,45,0,0,0,0,34,9,12,26,0,422,43,410,41,32,57,72,26,4,16,1,38,23,66,7,8,128,29,8,9,4,23,1,76,28,10,4,16,20,5,139,30,4,0,36,0,41,15,12,9,79,7,0,4,56,19,16,25,5,2,0,16,7,5,32,44,16,56,15,1,71,12,10,99,3,2,4,46,16,23,2,0,0,39,12,6,14,33,17,164
cell271,0,6,0,1,17,10,0,88,209,8,6,64,0,0,18,4,33,2,121,259,16,3,1,0,0,34,26,4,8,0,453,31,415,106,18,58,79,40,0,7,0,17,13,44,25,2,407,29,0,10,12,27,4,5,23,9,5,7,29,9,59,23,8,0,84,1,30,17,18,4,68,1,3,2,109,28,13,24,3,7,3,4,7,14,10,15,14,50,14,1,56,0,10,107,8,2,4,32,4,44,0,0,0,48,23,1,6,186,33,133
cell272,70,34,0,11,334,12,0,118,183,24,9,103,1,0,26,8,70,1,532,1111,172,5,0,0,424,34,12,27,16,2,4652,248,1955,425,20,171,110,34,6,2,5,42,11,74,74,16,1051,23,10,41,11,42,4,150,43,24,7,44,61,30,345,19,10,0,97,0,34,52,21,15,125,11,10,29,555,84,6,34,0,11,3,48,30,9,35,10,13,342,9,3,86,0,7,172,7,2,7,74,0,16,2,0,1,38,52,10,11,13,13,182
cell273,1,10,0,8,194,13,0,52,123,9,3,40,0,0,23,6,29,2,142,147,36,0,3,1,30,55,8,13,13,1,430,6,351,142,24,49,73,17,6,10,16,19,12,54,21,10,103,18,1,0,14,20,0,84,16,10,7,16,18,4,106,19,4,0,43,2,10,4,11,15,69,5,0,4,110,23,3,5,0,11,8,13,11,3,45,8,15,67,13,0,80,0,10,52,6,3,6,52,7,17,2,1,0,49,19,13,11,37,13,114
cell274,32,2,2,18,525,9,4,170,466,38,6,92,1,0,47,2,77,13,617,1296,103,17,1,0,278,64,2,9,32,0,5643,94,3077,647,47,253,146,125,24,5,6,68,6,109,59,11,1925,36,12,63,52,52,2,36,59,34,15,61,55,20,399,28,12,0,85,3,24,27,18,6,160,8,7,14,607,83,19,15,0,33,3,24,31,23,23,9,16,337,4,1,74,0,16,361,4,3,10,98,2,20,3,2,4,24,41,4,15,4,15,325
cell275,5,3,1,5,210,8,0,112,233,34,19,38,7,0,15,14,43,7,115,551,48,13,1,0,137,33,52,7,23,0,843,65,1128,302,35,368,88,107,11,21,10,50,12,50,81,7,1603,13,2,41,48,38,4,83,53,10,6,4,59,35,286,17,18,0,87,0,29,15,11,6,139,13,11,16,340,90,15,18,0,6,3,5,36,14,38,20,13,422,11,1,69,0,6,142,5,7,3,76,6,11,0,1,0,25,43,3,4,2,5,282
cell276,58,1,3,21,2,6,1,65,135,11,3,60,1,0,35,3,42,4,113,270,34,1,0,0,0,45,24,13,19,6,325,67,321,138,32,62,71,46,3,4,0,19,10,53,14,0,46,30,5,29,13,21,0,8,20,7,8,8,20,13,139,21,5,0,83,0,27,16,13,9,80,2,3,6,33,32,5,14,22,18,3,16,13,10,17,7,25,47,6,3,63,17,13,94,1,2,7,49,2,16,8,0,0,34,19,11,14,8,31,93
cell277,1,5,0,10,9,17,0,178,66,4,4,55,1,0,7,12,32,1,13,4,6,0,0,0,2,6,1,64,16,16,9,0,19,9,6,3468,86,49,10,7,1,17,4,15,617,1,17,4,7,1,13,22,2,19,26,7,2,116,10,157,20,2,1,0,0,0,23,224,13,9,46,5,1,19,4,812,3,21,0,6,1,7,87,0,9,52,8,8407,23,0,16,0,3,15,6,4,1,28,0,11,31,0,0,30,20,2,14,3204,8,7
cell278,2,3,0,8,204,12,0,106,226,23,6,36,0,0,35,5,73,12,217,674,66,3,1,1,133,81,41,10,24,1,2291,83,1128,368,33,313,87,59,19,0,5,32,3,85,81,1,1591,24,18,32,49,48,3,39,69,20,3,20,31,9,299,18,12,0,77,3,41,40,12,13,133,7,13,5,377,100,2,14,5,35,0,20,32,12,47,9,19,312,7,0,75,0,6,206,1,6,1,84,0,35,3,1,1,34,27,13,13,8,16,180
cell279,76,0,7,5,1,10,0,68,156,12,8,31,1,0,38,15,34,6,52,275,11,0,1,0,87,17,0,8,12,0,209,12,324,147,34,33,62,24,2,6,0,19,1,30,7,0,122,31,3,13,14,15,0,7,33,21,9,17,7,10,99,7,2,0,61,0,31,15,23,12,76,14,4,0,50,20,1,6,3,6,9,13,10,13,24,11,30,46,0,3,96,0,13,69,5,7,5,33,5,9,2,0,0,38,30,9,8,68,18,119
cell280,3,1,0,10,0,1,0,102,242,36,27,89,0,0,38,8,88,17,224,468,26,12,0,1,122,46,4,11,29,2,1264,72,996,284,47,272,86,129,18,5,0,55,17,88,33,11,1035,35,11,15,53,42,5,74,62,45,10,15,54,49,245,19,6,0,58,4,40,32,19,6,168,22,5,22,256,69,15,20,0,6,4,20,26,19,31,9,14,258,7,2,134,0,8,295,3,1,6,71,5,17,0,0,0,26,21,1,8,13,10,425
cell281,29,0,0,4,3,11,0,84,171,1,7,39,0,0,15,7,34,3,88,182,25,0,3,1,0,32,6,7,28,0,356,18,321,138,22,19,83,44,8,5,1,22,6,28,20,7,394,37,11,3,8,27,5,43,19,19,20,9,15,18,80,21,13,0,71,2,17,13,7,4,74,8,0,9,141,54,3,16,1,8,3,22,12,24,23,15,11,84,15,2,53,0,14,102,7,0,5,32,11,14,3,0,0,40,14,1,13,86,70,124
cell282,70,2,1,13,0,5,0,124,141,43,21,71,0,0,66,6,67,13,103,538,27,3,0,0,234,43,1,16,18,1,709,36,841,357,54,164,95,77,14,15,3,65,17,95,65,4,879,21,5,65,61,56,3,98,46,27,11,40,74,17,214,19,9,1,111,0,52,16,20,8,161,32,7,20,144,76,16,12,45,3,0,32,15,4,60,11,13,260,12,0,64,0,7,224,0,1,9,105,3,28,2,0,0,24,23,5,13,39,9,273
cell283,1,10,1,11,1,3,7,119,325,46,7,85,0,1,50,10,57,14,179,600,83,21,0,0,339,28,24,8,18,1,894,82,909,323,20,217,106,112,11,13,42,59,9,54,77,15,1189,25,25,2,37,55,0,80,57,27,22,19,75,11,243,26,29,0,83,1,81,33,7,14,192,52,0,27,157,74,5,8,15,2,3,14,28,5,48,20,5,264,4,0,73,0,6,246,14,1,14,82,1,34,3,0,1,32,16,6,11,7,17,320
cell284,47,0,1,7,422,11,0,118,141,17,9,90,1,0,16,15,51,12,430,474,46,0,2,0,492,33,0,17,26,7,937,54,815,192,39,201,79,133,13,5,0,61,21,85,46,1,1166,36,16,30,35,44,3,92,67,20,6,43,68,11,289,27,11,0,116,0,53,32,19,11,138,10,13,24,287,57,3,12,0,17,1,13,28,9,28,5,17,245,13,1,67,0,4,135,3,2,8,81,0,12,4,0,0,25,24,6,9,40,10,354
cell285,0,1,0,6,0,11,0,101,164,22,8,30,0,0,36,9,35,2,171,154,43,8,2,0,0,28,3,8,17,2,354,4,307,173,16,55,101,46,3,16,12,25,5,19,58,4,441,24,8,2,23,18,0,111,35,11,17,8,25,6,122,12,8,3,138,1,11,11,16,4,82,9,4,14,69,64,3,7,0,5,4,27,15,18,33,16,27,104,8,0,64,14,6,138,6,2,3,59,15,15,1,1,1,18,21,7,9,137,66,438
cell286,0,10,6,21,0,34,3,199,70,0,4,71,1,0,14,2,26,2,26,0,0,0,2,0,0,3,0,55,11,2,8,0,13,4,16,5804,86,37,8,1,1,25,2,12,404,5,23,11,7,4,18,14,0,11,18,15,7,53,17,131,18,4,2,0,2,0,9,161,12,4,47,3,8,15,9,604,17,42,0,4,3,2,46,1,7,30,11,7253,34,7,14,9,8,37,0,1,3,21,0,7,22,0,0,25,31,11,5,4438,8,24
cell287,111,2,0,11,1,11,1,84,162,10,2,47,1,0,30,10,37,1,152,201,6,5,0,4,0,57,0,20,17,3,227,46,280,109,30,94,72,43,9,6,2,16,13,42,37,10,4,32,7,8,5,20,2,30,23,13,8,16,14,10,90,24,7,0,31,1,27,18,15,10,73,4,4,24,105,44,19,10,0,10,3,9,11,12,7,5,25,98,1,1,55,12,15,18,0,0,2,35,0,10,0,1,0,46,14,2,4,147,27,342
cell288,1,14,0,8,61,53,0,206,24,3,12,55,1,0,13,7,19,5,15,2,4,0,1,1,1,1,0,54,26,7,5,0,11,11,16,7519,58,25,3,3,5,15,3,28,543,1,0,11,3,2,8,18,1,2,25,10,7,133,27,94,18,5,1,0,8,0,11,155,19,10,37,8,1,3,3,895,3,50,0,5,4,2,74,1,3,50,6,8073,3,0,18,0,2,34,2,1,1,23,1,9,24,0,0,24,34,0,12,2077,10,10
cell289,0,1,2,3,462,5,0,113,402,55,10,71,1,0,62,13,138,17,444,508,69,1,0,0,97,23,20,6,35,5,995,102,829,264,44,284,124,269,26,12,11,57,7,66,56,8,970,22,19,139,36,77,0,2,98,22,5,35,52,14,194,45,11,0,110,2,61,26,13,19,279,20,8,7,146,70,5,10,0,7,4,41,17,9,119,11,19,236,5,1,38,0,12,343,3,3,38,93,3,26,7,0,0,34,21,2,11,20,10,592
cell290,35,8,1,2,3,1,0,100,381,77,51,92,9,0,143,7,108,16,514,659,38,3,0,1,214,70,18,6,42,0,881,179,666,235,70,246,94,99,19,14,22,53,14,125,80,2,885,17,14,57,32,58,6,35,61,42,8,28,61,16,221,48,16,0,8,2,74,27,22,9,232,31,4,9,162,63,5,4,4,8,3,23,25,21,63,13,17,278,1,4,84,0,13,467,2,1,5,105,1,6,4,0,0,95,19,5,5,6,18,297
cell291,0,15,4,11,0,5,0,135,205,19,14,92,1,0,95,3,108,3,405,558,72,3,1,3,188,17,17,11,34,5,1112,36,730,269,51,199,131,84,17,10,4,50,15,120,62,5,298,31,9,29,28,51,5,25,53,44,14,35,71,8,241,10,34,0,77,3,57,26,23,12,192,15,15,5,164,81,9,20,16,0,4,17,17,7,24,11,22,286,16,1,68,18,6,246,4,1,7,52,0,28,0,0,0,38,22,2,4,11,8,295
cell292,0,1,8,21,0,26,0,147,84,3,2,47,4,0,25,7,28,0,48,0,2,2,3,0,8,2,0,47,8,15,9,2,20,4,20,4636,65,22,10,4,0,20,7,41,393,4,2,5,5,9,10,17,2,61,18,8,6,0,12,64,15,3,3,0,7,0,18,139,11,8,59,12,31,54,6,551,8,32,2,8,5,3,62,0,14,35,18,6129,10,0,14,0,2,25,4,1,5,29,4,10,21,1,0,20,25,18,8,1669,10,23
cell293,4,5,4,10,234,11,0,85,129,7,5,64,1,0,29,14,47,3,122,110,11,1,2,0,0,22,6,5,17,3,160,12,212,64,25,65,70,27,8,7,3,21,17,51,28,1,330,28,3,5,21,29,0,78,14,12,8,19,21,2,77,23,11,0,97,0,34,27,24,3,54,1,2,11,58,27,23,13,6,10,7,18,21,13,25,22,57,80,4,2,40,0,15,98,6,4,11,43,16,39,3,0,0,21,23,9,11,248,22,185
cell294,0,1,7,10,7,39,0,119,13,10,6,48,1,0,18,9,39,5,26,2,1,1,9,0,2,9,0,55,13,12,12,1,11,5,23,6102,76,29,5,8,11,17,5,48,395,3,12,10,3,17,3,24,5,20,28,14,1,0,22,122,15,5,3,0,0,3,34,136,10,3,74,5,6,26,6,440,4,21,0,3,6,5,44,0,35,38,26,5595,11,0,22,0,6,60,6,0,2,36,3,1,29,0,0,45,21,2,16,1824,7,15
cell295,10,0,0,15,336,6,0,98,116,35,7,93,15,0,47,21,88,4,477,685,47,0,1,2,98,35,1,7,29,2,609,22,717,294,73,249,92,128,28,4,14,31,16,92,56,7,533,16,12,73,47,43,4,17,67,25,6,18,43,29,231,30,10,0,34,0,60,43,22,4,158,24,2,17,259,69,13,14,1,17,5,14,17,7,37,7,25,249,1,2,68,0,5,193,3,2,2,79,2,24,6,0,0,53,17,11,12,35,14,483
cell296,2,1,0,11,0,7,0,99,275,44,15,68,6,1,49,8,70,14,119,514,63,11,0,0,0,38,19,24,29,0,574,63,526,183,63,176,117,126,17,6,0,59,17,111,78,5,751,30,8,20,32,49,0,11,66,20,13,18,75,23,182,29,16,0,73,1,71,30,8,16,211,9,0,21,166,63,5,3,3,2,2,14,26,24,22,7,9,265,5,1,71,0,5,339,9,1,14,94,1,12,4,1,0,45,28,4,18,8,18,294
cell297,0,6,2,11,0,18,0,93,161,18,5,49,1,0,40,7,35,3,180,69,16,1,3,3,0,10,1,13,13,1,99,27,231,92,23,12,81,20,12,16,0,25,15,38,36,3,281,37,11,23,23,13,3,10,19,13,19,8,19,7,93,14,2,0,56,0,32,10,4,4,70,0,8,9,106,42,22,5,0,8,7,6,18,32,14,33,48,93,21,4,65,15,22,96,1,4,1,30,3,19,13,3,0,13,18,2,3,192,19,260
cell298,4,7,1,17,5,14,0,98,344,34,11,102,0,0,80,16,85,16,111,327,35,30,0,0,226,19,1,5,29,3,334,37,589,267,68,200,126,124,13,7,10,59,7,89,65,13,5,31,9,47,16,56,6,92,71,35,9,41,47,16,104,55,13,0,54,1,68,35,1,15,240,7,3,25,64,66,7,9,6,0,7,14,21,3,100,15,7,317,14,2,45,19,6,378,0,0,5,118,8,25,0,0,4,34,24,7,17,11,25,570
cell299,124,0,0,6,18,10,1,117,202,13,0,54,3,0,17,5,44,5,60,157,3,2,0,1,0,6,4,11,14,0,175,30,329,132,17,54,74,29,4,8,7,13,8,36,33,2,341,29,7,6,19,18,1,86,14,5,4,16,9,7,96,11,1,0,147,1,21,16,18,10,54,5,0,12,125,66,35,27,0,13,7,6,25,25,18,38,43,136,5,1,65,0,17,111,6,3,3,40,2,22,5,1,0,33,20,4,12,203,28,129
cell300,0,4,2,4,0,5,0,121,344,38,27,110,8,0,82,15,121,3,329,380,51,1,4,0,57,10,13,8,48,4,1439,97,1073,220,63,270,131,155,24,5,0,67,12,96,25,10,552,29,13,16,44,67,3,26,67,27,1,22,61,32,215,47,28,0,36,0,95,41,11,10,221,20,1,28,266,82,14,6,0,7,7,7,18,3,26,24,15,247,5,1,47,0,7,316,4,4,16,131,11,41,1,0,0,17,21,10,14,9,14,484
cell301,0,1,4,11,14,12,0,76,119,10,6,26,3,0,26,10,20,5,230,171,4,4,0,1,0,39,0,12,14,0,293,17,245,118,15,74,6,22,8,1,9,28,4,21,38,3,18,21,4,1,4,14,0,8,14,8,25,14,17,7,93,17,0,0,104,0,17,13,14,0,45,9,15,20,85,41,6,9,9,9,10,11,15,19,17,17,39,84,13,1,60,0,6,134,4,2,1,31,3,14,3,0,0,56,15,7,13,96,17,196
cell302,4,17,0,12,0,32,0,134,4,2,7,53,3,0,23,0,50,6,20,3,0,8,3,2,11,4,0,49,16,2,7,3,18,12,21,3934,54,72,6,3,14,31,4,44,116,4,29,7,15,0,24,32,2,24,39,13,0,0,34,70,22,25,9,0,0,3,31,77,0,10,73,14,0,52,9,497,1,47,1,2,5,5,67,0,20,18,13,6527,18,1,28,0,2,30,7,1,1,49,4,5,19,0,0,18,16,2,1,1852,6,20
cell303,1,0,2,1,10,9,12,74,187,30,4,41,4,0,26,5,50,0,355,205,5,6,3,1,1,15,11,1,23,0,92,17,179,128,32,89,104,18,12,9,0,25,9,41,26,3,393,42,19,10,10,24,4,59,28,10,3,14,27,8,110,35,9,0,109,1,25,21,17,5,64,7,0,8,112,46,35,22,18,7,9,9,20,12,10,17,40,111,7,2,67,0,10,100,0,3,3,45,19,20,0,2,0,20,16,15,13,97,74,84
cell304,0,4,0,10,4,14,0,71,124,17,5,28,7,0,35,13,35,7,76,137,20,3,1,1,0,15,4,15,1,0,92,19,215,113,25,44,88,54,8,22,3,19,8,14,29,2,187,22,7,5,8,22,0,13,29,7,16,15,21,12,81,17,2,7,98,2,33,19,15,18,72,2,3,12,40,50,8,17,1,8,6,11,16,8,50,21,35,87,1,10,57,0,17,142,4,1,5,37,0,20,2,1,0,43,17,9,13,182,17,87
cell305,0,2,0,2,0,4,0,91,297,30,18,73,5,0,54,6,78,8,327,421,86,16,0,0,66,29,0,6,22,2,874,41,694,233,47,170,111,43,13,10,0,46,13,99,59,13,753,24,29,68,31,61,4,35,49,16,11,16,52,26,112,35,21,0,59,0,36,40,16,15,157,1,7,23,125,39,7,4,0,5,2,33,25,15,62,9,14,184,8,3,75,0,5,130,5,4,1,81,5,19,0,1,0,22,16,3,6,28,14,1028
cell306,0,0,0,2,0,14,0,82,116,8,3,63,2,0,19,6,33,4,74,105,10,1,1,0,0,12,1,18,13,0,130,14,222,59,12,51,89,14,6,6,0,22,8,28,32,2,244,39,4,3,19,25,0,6,22,14,36,14,17,4,82,14,2,0,136,1,7,25,16,22,50,1,8,15,44,44,32,13,0,6,8,15,24,9,27,17,59,130,10,7,44,0,8,138,0,3,3,37,18,21,1,2,0,13,22,5,6,56,46,131
cell307,1,1,0,13,282,4,1,99,169,31,14,51,2,0,29,15,45,8,79,133,19,7,0,0,63,12,20,2,28,1,534,1,597,149,41,148,70,85,19,9,1,35,15,56,67,16,681,30,18,17,27,32,7,56,50,25,7,17,66,6,113,19,10,0,69,0,35,30,27,3,116,6,2,16,163,60,11,23,9,2,4,0,14,11,12,9,7,190,5,3,87,0,11,147,5,0,2,56,0,22,6,0,0,33,24,2,21,80,13,410
cell308,0,0,1,21,156,18,0,120,53,10,5,84,11,0,43,5,64,3,28,5,4,2,2,5,7,7,1,41,19,12,6,3,7,9,42,4298,71,69,4,1,15,48,5,62,301,17,15,6,12,11,13,42,3,14,50,22,4,96,32,90,19,6,7,3,5,1,29,76,11,4,89,10,16,7,6,286,6,17,0,2,1,8,44,0,52,25,32,5942,22,2,38,4,3,32,10,1,5,70,0,32,48,0,0,15,9,13,9,382,6,19
cell309,16,0,0,9,35,9,0,100,217,30,6,58,2,0,30,3,63,5,186,223,24,1,0,0,121,26,20,10,24,0,310,38,442,108,59,193,93,35,13,16,2,45,4,55,64,18,126,23,3,32,40,57,4,40,42,23,1,12,53,31,155,2,17,0,47,0,32,20,15,18,148,15,0,14,114,71,16,4,14,0,5,16,14,5,24,19,20,190,2,2,54,0,4,131,3,1,30,106,5,1,0,2,0,13,18,10,8,46,10,941
cell310,7,14,1,2,329,7,0,95,262,32,6,59,0,0,28,5,77,14,239,367,63,3,0,0,47,15,21,9,28,0,439,19,310,131,35,126,94,47,14,11,0,37,5,41,77,4,380,36,20,32,18,48,4,27,55,22,11,24,58,10,166,14,8,1,28,0,54,13,18,4,169,11,9,15,80,78,4,7,2,3,3,15,22,8,46,16,18,178,4,1,56,0,10,136,5,2,6,98,5,12,0,0,0,39,15,4,12,11,27,613
cell311,0,8,2,3,3,8,6,119,203,34,10,47,1,0,36,2,21,1,171,216,10,0,0,1,0,25,21,7,20,2,249,2,152,100,17,96,103,30,3,12,0,18,9,53,38,10,232,23,7,29,1,22,1,89,27,5,17,22,22,18,68,18,6,0,132,3,11,23,16,0,81,4,3,16,44,67,20,23,0,12,16,15,17,26,24,36,39,133,7,2,44,0,15,67,14,1,10,39,11,4,0,0,1,24,21,6,13,135,45,156
cell312,6,32,1,8,260,39,0,160,101,35,2,76,8,0,49,15,69,11,62,1,10,3,0,0,6,2,0,12,13,18,10,1,15,8,26,3160,64,124,6,4,9,44,3,81,215,10,21,4,12,45,6,38,2,80,56,31,3,0,27,62,19,23,1,0,2,0,49,130,9,3,113,5,38,37,9,321,5,15,11,40,11,4,69,4,50,32,20,5633,27,0,17,0,8,85,2,1,2,72,1,8,29,0,1,35,25,9,14,1381,10,20
cell313,0,31,1,15,53,18,0,146,0,27,14,52,7,0,48,7,62,11,43,0,1,1,1,1,15,3,3,20,15,2,2,2,12,0,61,4987,43,78,2,1,1,41,4,34,300,4,2,10,13,0,2,37,12,96,53,19,0,0,44,53,14,16,4,1,8,0,29,111,7,6,103,4,5,54,6,278,0,20,7,9,2,9,33,0,19,25,13,6473,17,1,24,0,4,55,5,1,10,69,5,13,11,0,1,18,23,15,10,3155,13,15
cell314,0,26,2,8,136,19,0,170,53,3,16,73,4,0,52,2,62,8,31,1,1,4,0,0,13,4,0,28,10,27,10,2,14,6,42,3285,86,70,11,2,1,40,2,65,240,1,16,10,14,5,6,33,4,132,56,22,3,4,35,79,19,25,5,0,0,1,58,138,19,5,92,7,7,5,11,381,6,9,2,8,6,4,45,2,36,34,10,6622,13,3,29,27,7,46,1,2,0,64,6,7,9,0,0,45,26,1,6,2101,10,2
cell315,7,7,0,6,46,1,8,101,256,31,2,76,6,0,22,5,66,13,167,346,46,10,0,0,118,31,6,10,31,1,249,25,465,175,29,105,97,81,20,11,0,49,14,103,56,11,535,18,16,19,27,51,0,9,46,24,5,24,21,8,52,14,11,1,84,1,50,22,7,18,159,2,10,14,98,60,16,14,5,7,1,8,26,16,85,10,3,217,6,0,60,0,3,111,0,7,5,60,6,51,6,0,1,50,21,3,6,83,32,653
cell316,59,19,1,9,0,5,3,81,3,27,11,102,0,0,51,13,77,6,162,124,14,5,0,0,80,19,9,6,13,1,319,39,373,85,51,214,89,96,23,18,5,49,8,133,53,15,359,26,15,11,38,51,5,110,52,43,14,15,68,4,156,21,5,0,46,4,36,20,14,25,193,20,2,17,143,76,9,9,132,7,1,25,21,9,27,16,21,166,2,1,65,3,4,232,1,2,19,107,0,36,4,2,2,28,24,18,8,32,14,413
cell317,16,1,0,8,2,9,8,95,116,7,3,47,0,0,22,7,54,3,364,60,20,1,0,1,0,8,1,5,20,0,62,21,174,89,23,80,71,43,10,10,1,28,11,49,18,16,180,45,7,9,17,25,11,22,27,14,11,12,25,5,77,20,3,0,49,1,19,29,18,16,89,3,6,6,68,59,22,45,0,7,23,6,21,6,15,53,61,99,8,1,67,14,16,50,7,6,1,57,0,20,12,0,0,42,14,24,11,363,11,216
cell318,7,1,3,9,102,5,0,110,113,15,24,59,7,0,61,12,68,7,149,213,46,1,0,0,1,6,0,6,22,1,439,35,426,163,58,216,118,93,9,17,6,58,8,63,58,27,535,17,14,63,39,46,0,2,46,26,5,8,71,17,144,8,7,0,55,0,37,23,14,9,159,22,12,7,90,68,6,10,0,10,4,5,16,3,20,8,26,224,7,4,64,0,4,117,7,4,7,93,5,16,3,0,0,17,18,22,17,8,13,474
cell319,0,4,0,5,31,9,0,122,9,12,10,73,7,0,72,7,56,6,31,3,1,3,0,0,0,2,0,21,24,0,9,1,15,7,38,6383,85,158,2,0,3,64,3,51,297,17,16,14,30,17,1,44,1,50,50,24,5,1,62,79,21,27,10,0,0,4,28,74,10,4,133,11,8,6,1,316,17,13,1,49,7,7,38,0,56,34,54,3933,7,0,21,0,14,38,2,1,7,84,2,5,20,0,0,27,21,10,12,3163,5,10
