,gene1,gene2,gene3,gene4,gene5,gene6,gene7,gene8,gene9,gene10,gene11,gene12,gene13,gene14,gene15,gene16,gene17,gene18,gene19,gene20,gene21,gene22,gene23,gene24,gene25,gene26,gene27,gene28,gene29,gene30,gene31,gene32,gene33,gene34,gene35,gene36,gene37,gene38,gene39,gene40,gene41,gene42,gene43,gene44,gene45,gene46,gene47,gene48,gene49,gene50,gene51,gene52,gene53,gene54,gene55,gene56,gene57,gene58,gene59,gene60,gene61,gene62,gene63,gene64,gene65,gene66,gene67,gene68,gene69,gene70,gene71,gene72,gene73,gene74,gene75,gene76,gene77,gene78,gene79,gene80,gene81,gene82,gene83,gene84,gene85,gene86,gene87,gene88,gene89,gene90,gene91,gene92,gene93,gene94,gene95,gene96,gene97,gene98,gene99,gene100,gene101,gene102,gene103,gene104,gene105,gene106,gene107,gene108,gene109,gene110
cell218,0,68,40,16,120,7,4,2,9,10,5,64,4,0,17,16,0,21,2,13,21,121,0,7,30,14,2,1,12,16,14,1,66,16,0,67,22,15,5,17,4,11,4,1,86,1,1,8,3,21,1,0,3,23,4,18,18,0,4,10,16,0,2,23,22,4,12,32,10,5,8,8,0,13,63,61,5,23,6,4,1,184,6,13,21,24,9,336,4,3,0,2,3,783,17,3,16,2,16,0,79,223,9,1,7,37,106,32,34,117
cell219,65,331,43,0,382,1,13,21,7,13,3,94,1,49,20,10,4,12,0,9,25,89,1,6,74,4,11,9,20,52,16,5,80,13,4,54,31,17,16,22,0,3,4,0,124,2,1,20,1,16,6,2,6,48,2,11,31,0,15,26,14,0,0,10,31,7,24,60,10,9,13,10,0,43,23,55,3,8,2,24,0,118,3,2,9,6,7,161,6,3,0,0,16,560,16,2,6,3,4,17,80,685,4,8,15,32,65,76,10,48
cell220,8,23,103,15,172,11,56,54,1,56,13,147,25,28,80,25,28,63,7,2,8,45,1,14,23,13,0,2,27,73,6,1,14,9,8,360,25,165,19,16,11,21,22,7,112,2,1,36,45,71,12,0,2,126,11,29,107,0,2,6,5,0,0,66,75,57,70,71,0,2,48,44,63,25,10,135,43,97,72,63,44,80,5,37,71,145,100,994,56,44,0,0,56,654,31,3,17,11,4,4,2,72,35,18,102,89,2,0,26,1267
cell221,0,63,77,0,537,0,19,74,36,9,0,41,10,42,11,27,6,15,1,98,32,26,1,8,0,38,18,8,21,16,33,0,214,42,7,12,5,18,9,24,1,4,5,0,124,6,3,33,5,17,5,0,9,195,0,13,73,0,17,22,27,0,1,15,65,3,18,46,10,8,13,15,0,22,101,99,22,87,6,9,0,49,3,24,11,51,24,141,11,4,0,1,3,184,11,1,20,6,5,2,32,474,7,0,5,31,94,10,42,15
cell222,3,60,69,0,210,5,22,17,15,9,2,16,3,9,13,14,1,17,0,44,18,50,0,10,34,27,28,6,22,26,32,0,167,59,2,0,21,32,16,10,3,1,13,6,52,1,17,29,2,23,11,0,18,72,1,21,21,0,16,5,18,0,0,35,49,14,24,33,5,5,3,11,0,14,47,43,19,13,0,6,2,74,2,15,6,43,13,121,33,2,0,0,7,264,12,5,4,2,21,12,68,354,7,0,11,56,6,2,10,11
cell223,46,60,31,0,70,30,23,20,4,11,2,34,7,0,20,26,1,9,0,24,21,48,0,14,65,19,17,3,21,32,29,9,83,21,5,1,8,11,2,13,0,5,20,5,77,3,7,15,0,20,6,0,1,57,2,13,57,0,21,13,22,0,0,20,45,3,22,33,6,7,7,8,0,26,43,30,10,10,6,11,0,174,7,6,11,15,11,198,1,0,0,0,9,711,19,2,6,5,6,9,84,686,0,3,15,126,773,39,31,34
cell224,6,59,33,0,73,0,5,28,6,7,7,58,3,27,14,16,0,11,0,28,22,74,0,6,32,15,10,1,19,27,8,13,100,35,10,5,19,7,3,14,0,5,20,0,82,0,11,26,1,11,12,3,0,91,3,10,41,0,6,14,23,0,0,32,51,5,15,35,9,17,11,12,0,0,53,19,13,28,11,8,1,164,5,2,16,27,14,469,16,9,0,2,6,649,12,1,11,1,6,19,76,629,2,0,23,13,145,58,57,33
cell225,51,48,70,5,253,9,36,5,0,3,3,28,6,3,6,14,3,15,0,41,37,57,0,7,9,31,62,0,10,3,82,0,200,40,6,0,7,20,12,6,4,1,9,2,65,0,2,19,1,19,8,0,2,103,1,19,30,0,9,8,29,5,1,26,62,9,11,24,4,12,6,13,0,11,82,36,28,8,4,2,2,72,2,6,10,40,14,212,0,6,0,2,2,314,16,3,11,1,23,5,52,131,10,0,12,45,61,3,7,13
cell226,60,46,74,31,270,76,50,7,31,6,1,51,7,9,17,17,4,12,4,5,29,87,0,10,115,25,20,11,13,29,46,1,168,33,0,14,38,18,16,12,0,14,20,3,86,2,5,9,8,14,9,0,4,110,3,19,30,0,5,10,23,5,0,33,62,13,14,33,1,10,10,18,0,21,53,39,20,7,9,5,1,68,3,29,17,41,12,180,48,5,0,0,13,223,9,2,7,1,17,1,42,448,2,6,2,80,182,24,17,10
cell227,8,146,74,0,368,205,67,188,20,7,4,66,4,87,16,15,5,16,0,49,23,72,2,10,134,15,21,4,22,45,24,0,178,28,1,0,46,32,15,14,2,1,23,2,95,2,4,23,9,31,10,0,7,292,4,18,50,0,4,13,35,2,0,33,63,14,24,38,0,5,16,14,0,8,27,61,30,13,5,7,4,72,6,19,21,56,14,226,18,7,0,1,6,285,15,4,13,1,8,9,65,247,4,0,12,86,100,6,12,5
cell228,8,57,49,0,96,3,14,25,1,5,2,46,2,64,11,13,3,15,1,0,21,67,0,6,103,21,22,0,13,12,41,1,64,49,1,0,28,20,16,17,7,1,26,2,65,1,5,23,0,11,4,0,11,121,1,8,63,0,25,8,43,0,0,33,60,0,18,24,2,10,6,8,0,24,58,51,23,9,9,7,5,62,7,13,10,24,10,71,31,9,0,0,11,236,9,1,6,5,1,10,56,402,3,6,14,64,198,11,11,11
cell229,5,290,55,0,162,1259,35,35,4,5,6,87,4,38,21,10,2,29,1,39,39,74,1,7,49,31,10,3,13,24,19,18,123,64,0,0,48,9,4,30,1,5,16,1,81,2,7,44,1,25,12,0,6,57,0,18,20,0,3,25,26,0,0,44,66,7,17,35,5,11,13,11,1,34,53,25,15,28,8,7,5,171,2,21,5,28,16,515,20,9,0,0,8,744,16,4,10,2,4,0,88,417,0,1,20,18,399,56,27,57
cell230,75,32,123,0,126,1,37,13,2,53,3,212,36,0,199,41,15,116,0,0,4,66,1,12,13,6,3,24,35,51,18,0,12,8,9,466,61,379,19,16,6,35,13,15,82,7,4,35,3,229,7,0,4,233,2,59,68,0,38,6,1,0,6,42,58,48,109,56,5,6,146,67,27,26,8,139,37,22,53,77,24,76,3,37,74,231,122,729,128,38,0,0,28,651,55,18,48,7,1,5,19,54,18,0,97,49,6,2,22,949
cell231,2,78,53,11,78,1,32,3,16,11,2,63,3,25,20,15,2,13,0,14,37,59,0,2,113,22,13,3,17,28,27,13,161,19,0,5,27,9,6,8,2,5,19,1,75,1,5,13,2,18,3,0,0,54,3,9,66,0,7,14,40,0,0,22,75,17,20,28,7,4,9,12,0,15,78,9,11,23,3,14,3,150,2,2,14,59,9,125,10,2,0,0,6,635,12,1,7,1,5,4,99,755,5,0,21,35,472,25,7,53
cell232,6,56,39,11,111,0,47,2,11,6,1,45,2,8,18,15,1,4,0,33,25,76,0,6,37,27,11,3,23,20,9,0,143,23,1,0,10,24,6,21,2,3,18,0,55,1,3,30,8,13,26,1,5,113,1,9,61,0,9,7,34,0,0,37,61,6,16,29,14,14,12,10,0,19,84,54,14,37,3,7,13,76,4,21,13,56,9,68,5,4,4,0,3,249,13,0,8,3,11,2,65,338,7,0,14,34,105,2,49,17
cell233,0,22,139,1,197,16,29,11,1,138,16,189,21,30,254,44,22,66,4,3,6,65,4,4,16,10,3,4,27,29,7,1,9,3,31,312,36,299,15,16,7,46,24,0,121,5,1,39,4,132,14,1,7,298,11,34,80,0,46,51,5,2,7,63,57,43,118,65,1,9,47,78,34,29,9,146,21,9,82,75,23,70,10,76,69,79,76,1132,68,38,1,2,22,572,51,11,20,28,1,5,7,79,50,0,34,121,3,3,18,1231
cell234,1,64,62,0,134,10,23,11,1,15,2,35,4,40,8,17,0,22,0,88,24,42,0,4,61,16,12,2,15,19,39,0,128,33,2,67,33,30,13,21,1,0,20,6,72,3,0,17,1,14,17,0,7,134,8,15,59,0,6,15,34,1,0,39,42,4,24,40,3,10,13,6,0,11,61,21,20,1,9,3,1,77,5,13,6,40,15,143,35,6,0,1,13,217,9,0,12,0,2,0,56,154,1,0,10,31,8,11,26,10
cell235,24,60,68,0,198,5,57,9,7,11,2,46,0,15,22,14,1,15,0,143,37,50,4,5,1,22,33,6,18,1,8,0,124,39,1,0,54,21,8,20,3,8,7,0,41,0,2,16,5,24,6,0,1,108,1,8,39,0,5,14,36,3,0,32,66,6,23,25,8,12,4,8,0,5,37,32,9,3,7,9,3,93,0,26,22,97,11,124,33,7,0,0,1,359,8,0,4,6,0,7,56,221,9,2,7,47,35,3,40,14
cell236,2,55,69,11,179,135,56,21,9,10,3,49,6,42,12,11,3,12,0,74,14,21,0,5,0,15,15,6,16,11,42,7,98,14,1,39,15,26,5,24,2,7,23,1,56,0,5,35,3,10,10,0,10,127,1,12,52,0,21,13,30,0,0,55,59,3,17,28,8,2,12,10,0,13,58,11,27,6,4,3,3,82,0,29,13,3,14,185,14,6,0,0,4,313,18,3,9,3,1,2,76,398,4,0,14,22,84,16,13,10
cell237,1,18,84,0,111,0,18,5,5,42,4,126,26,30,80,27,10,48,0,13,4,48,0,11,11,13,0,9,19,49,12,2,15,7,1,321,46,151,16,9,7,13,9,5,93,5,0,35,8,76,12,1,5,258,9,34,84,0,61,27,8,0,2,29,50,70,70,73,4,16,23,52,4,35,3,60,70,33,48,34,121,43,1,36,52,126,198,1124,5,11,1,1,78,398,55,0,25,12,2,0,9,76,53,0,64,46,2,0,16,1695
cell238,0,21,106,10,56,1,38,25,3,43,12,112,21,34,111,28,9,56,3,2,6,19,1,6,17,5,2,3,24,35,4,1,8,10,6,403,27,115,9,15,6,4,3,4,113,9,3,33,10,127,9,0,4,322,27,43,79,0,66,7,4,0,4,19,52,56,90,81,1,2,82,65,0,41,16,95,60,120,12,52,45,70,5,27,44,125,145,1013,68,39,0,0,15,469,48,2,26,8,3,1,9,55,28,0,54,44,0,6,23,494
cell239,37,11,100,0,257,0,72,6,3,55,6,123,34,128,39,24,7,61,0,4,4,42,0,8,12,5,0,9,23,24,16,2,7,6,9,971,11,47,9,15,1,17,16,16,82,1,2,34,14,85,4,0,21,96,16,21,73,0,57,15,6,0,3,41,51,57,80,79,6,8,79,36,0,54,7,126,69,22,17,31,16,73,8,35,37,62,95,1145,27,37,0,1,10,369,49,6,21,2,0,0,12,79,22,2,46,59,4,4,28,345
cell240,42,62,35,1,87,3,20,9,7,18,6,56,1,1,11,12,1,20,0,69,35,123,3,6,14,21,20,2,18,15,21,12,126,33,3,0,9,16,5,24,1,2,1,2,88,2,10,11,2,11,7,0,1,12,1,24,48,0,19,18,37,0,0,36,67,2,15,24,6,6,12,8,0,24,27,8,13,9,4,10,4,179,2,17,14,28,21,425,0,2,0,0,9,643,12,0,5,1,12,0,114,913,1,0,7,31,368,140,10,65
cell241,38,58,60,19,587,55,17,34,2,4,7,89,2,4,21,18,2,15,0,36,43,50,0,5,5,16,16,5,20,23,7,0,105,19,1,0,32,23,15,19,4,3,6,1,86,4,2,30,3,21,14,1,0,288,7,9,34,0,11,24,22,0,0,23,53,11,23,39,1,11,19,9,0,27,57,27,0,51,6,12,6,74,3,3,7,57,16,339,30,7,0,1,3,316,4,1,18,0,1,19,51,292,2,8,17,31,74,12,36,13
cell242,18,21,103,0,134,5,64,14,2,80,11,145,28,0,135,23,8,28,1,1,6,49,0,14,26,10,2,7,28,30,11,1,9,2,23,696,28,161,6,23,5,18,20,35,199,4,0,43,2,91,9,6,16,303,15,37,65,0,23,28,10,0,3,27,54,57,84,68,1,12,42,78,10,20,11,92,22,10,99,126,8,66,7,20,53,115,195,756,12,30,0,1,55,483,45,5,29,13,1,1,16,85,23,0,70,150,3,1,23,1095
cell243,18,21,107,0,40,0,31,8,4,75,2,123,38,101,91,21,19,58,7,6,6,60,0,9,4,11,0,1,22,28,8,0,15,4,22,282,29,213,16,21,4,5,13,1,181,4,1,47,2,122,5,1,19,283,5,40,89,0,75,36,2,0,7,79,57,42,81,64,5,4,54,48,39,24,7,151,63,24,57,74,13,53,4,65,38,111,76,1271,7,38,0,2,41,470,61,24,34,10,0,4,12,93,14,0,83,37,12,3,57,1254
cell244,49,16,96,15,144,0,15,26,3,58,9,148,14,132,90,27,26,68,0,1,4,49,1,11,0,8,1,10,19,20,7,1,10,6,3,1327,24,156,13,16,20,33,11,11,176,4,0,30,9,118,4,0,7,321,11,45,61,0,70,12,7,0,3,49,64,61,76,83,1,3,71,56,64,66,9,164,35,14,72,98,26,58,0,38,48,145,184,1280,11,46,0,2,31,403,36,5,27,6,0,9,10,72,23,0,96,207,4,2,8,1520
cell245,30,26,83,2,257,0,15,17,0,138,2,208,27,140,124,32,46,40,3,4,7,51,0,21,14,16,0,0,29,31,7,1,13,9,6,717,50,260,15,21,3,22,14,17,100,7,1,51,34,155,8,2,17,181,19,36,86,0,40,1,6,0,6,36,52,59,116,76,1,8,95,61,0,86,6,66,45,41,43,129,80,76,5,45,36,166,169,1048,25,72,0,0,37,479,42,9,34,12,3,3,13,55,16,0,71,91,4,1,4,1460
cell246,40,75,42,0,207,5,43,17,6,17,1,36,10,55,16,24,1,18,0,65,31,145,0,9,61,6,1,5,13,11,66,11,174,26,5,27,18,21,18,21,2,4,21,3,86,4,2,32,0,12,4,0,1,233,2,12,55,0,8,24,35,0,0,29,59,7,17,34,9,11,9,10,0,16,40,30,21,9,5,6,3,197,0,17,8,45,7,366,5,3,0,0,9,767,10,2,4,0,19,2,132,856,1,2,1,102,160,41,57,39
cell247,0,24,84,48,13,0,17,6,0,39,7,106,26,53,51,26,37,19,0,2,6,30,0,7,17,4,2,3,17,66,6,2,16,4,9,27,57,139,14,3,4,8,7,10,128,0,0,39,4,53,9,0,19,161,10,29,71,3,38,1,3,2,1,47,54,33,72,70,4,7,90,41,48,33,9,87,65,116,30,51,93,67,7,70,69,84,60,1208,73,2,0,0,27,316,33,15,23,15,7,3,15,63,24,0,96,116,5,6,16,558
cell248,82,138,59,28,149,10,45,19,17,7,1,42,4,61,18,13,2,17,2,43,20,90,2,3,13,26,4,3,10,22,30,6,125,24,2,0,27,18,11,25,0,1,25,1,72,0,9,9,0,12,7,0,8,274,2,11,43,0,21,9,39,0,0,27,60,8,23,29,3,9,5,15,5,13,41,23,12,33,3,5,4,130,3,16,9,27,12,97,22,3,3,1,11,619,9,1,6,3,0,9,99,766,2,0,14,31,300,125,29,66
cell249,23,17,94,0,118,0,21,21,4,56,12,134,18,92,87,33,9,42,0,8,7,44,0,14,13,7,0,4,25,52,3,1,8,3,7,402,17,80,17,14,3,12,7,1,106,0,2,33,5,84,9,1,8,44,13,23,52,0,36,16,5,0,1,39,23,42,81,50,0,3,58,50,0,26,10,78,25,106,53,80,18,57,10,20,42,19,100,988,19,16,0,1,25,352,29,10,29,20,2,4,13,44,57,1,35,52,3,4,36,678
cell250,18,24,121,0,214,0,44,40,1,43,12,171,33,112,99,25,52,59,6,9,8,64,0,9,13,10,0,3,20,74,6,1,8,8,6,476,24,149,14,18,2,5,16,7,140,3,0,37,0,115,3,0,14,172,13,23,109,3,66,28,7,0,7,64,71,42,71,74,3,6,58,63,0,39,7,150,27,45,74,120,113,72,5,90,55,47,148,853,23,4,0,1,31,410,52,11,21,13,0,2,18,42,23,0,89,141,2,0,4,378
cell251,6,21,100,0,50,0,12,23,7,63,7,135,25,89,62,19,36,60,0,7,2,29,3,6,13,3,0,12,20,26,11,0,9,4,5,564,15,138,10,18,9,12,16,16,127,2,0,25,1,94,13,1,4,103,12,26,73,0,37,4,8,0,2,22,47,30,94,55,0,12,43,51,36,34,6,15,51,84,32,39,28,45,13,48,62,125,94,656,152,12,0,0,34,348,39,14,52,13,4,0,8,44,22,0,78,62,7,0,66,1503
cell252,36,65,53,0,107,15,17,37,10,6,5,65,4,62,18,13,0,0,0,20,42,54,2,0,101,25,7,3,15,24,34,0,134,42,1,59,38,14,13,19,5,4,21,0,87,2,1,27,4,11,7,0,9,219,0,13,51,0,18,8,21,1,1,13,43,4,16,25,1,5,11,12,0,22,43,15,18,3,2,5,4,132,1,11,6,43,18,352,1,3,0,0,3,635,20,1,7,1,13,14,84,596,7,0,8,21,124,68,21,137
cell253,38,184,63,33,203,62,27,3,7,5,6,17,3,62,19,27,1,19,0,12,33,52,2,9,126,12,48,5,15,34,51,3,159,30,0,2,22,3,9,23,3,1,16,6,76,1,6,52,1,16,17,0,17,111,1,11,92,0,14,20,27,0,0,54,79,13,22,38,17,13,7,10,0,15,62,9,23,36,3,5,11,78,4,32,18,82,29,80,1,1,0,0,9,238,12,1,10,4,2,12,54,497,0,4,11,15,61,3,30,11
cell254,34,71,41,0,27,0,4,8,3,8,1,40,3,10,12,9,1,17,1,31,24,84,2,11,28,17,10,5,25,20,26,13,113,16,1,0,14,13,12,11,3,15,28,1,68,2,18,28,0,18,13,0,4,81,0,15,24,0,14,15,14,0,0,22,65,10,20,38,11,9,6,8,11,24,36,9,26,11,1,7,5,134,4,10,5,40,15,281,0,16,0,0,3,616,12,0,8,7,3,0,100,524,0,3,11,38,89,79,4,122
cell255,12,125,44,11,218,1,26,12,6,14,1,59,5,28,11,20,5,18,0,29,25,38,0,8,76,15,15,7,21,1,17,15,70,10,1,1,13,7,9,18,4,12,9,2,89,0,0,29,0,9,0,0,7,76,0,7,35,0,20,5,13,0,1,27,52,8,27,43,3,6,8,9,0,16,27,18,3,1,8,7,1,164,0,10,5,50,22,96,4,5,0,0,9,558,18,4,8,4,0,1,51,643,5,3,16,57,39,77,14,61
cell256,0,81,43,0,34,0,26,15,14,19,0,54,6,0,10,19,7,14,10,22,41,108,0,10,32,27,13,2,14,11,23,9,151,19,4,0,29,19,10,24,12,6,20,3,48,1,5,33,0,18,2,0,8,118,6,16,38,0,13,21,34,0,0,29,46,4,18,29,3,8,3,9,0,13,52,17,23,8,2,8,0,180,4,17,14,40,13,216,6,0,0,3,11,629,14,0,3,0,39,3,122,758,3,1,12,13,92,46,19,219
cell257,0,62,65,1,308,36,21,14,15,6,1,39,9,3,2,17,1,19,2,128,21,31,0,10,45,30,25,0,18,37,45,6,128,15,1,0,19,32,17,19,6,6,7,7,82,0,12,41,3,15,11,0,0,105,4,13,75,0,17,36,29,0,0,56,59,3,32,47,4,5,8,13,0,18,62,43,38,28,0,6,14,93,1,28,17,70,37,52,6,17,0,0,11,358,14,1,15,5,6,2,67,304,10,0,12,85,50,1,9,12
cell258,53,70,60,0,86,8,52,13,23,14,0,77,0,3,13,17,2,18,1,45,21,50,0,5,19,34,40,6,6,27,53,1,142,41,0,1,25,28,10,22,1,6,3,1,100,0,18,38,0,28,14,0,1,306,1,8,73,0,18,37,35,0,0,47,70,6,25,51,3,6,14,15,1,35,27,56,13,15,11,7,8,82,4,32,15,46,42,761,19,5,12,0,4,406,17,1,2,6,0,3,87,315,1,0,13,24,63,3,16,26
cell259,24,165,87,0,287,0,83,2,3,19,7,50,0,85,11,16,5,15,0,14,18,78,0,7,68,15,22,3,12,17,43,1,146,55,0,17,17,32,10,24,7,0,10,22,77,8,4,32,0,26,16,0,9,87,5,13,41,0,23,19,30,5,0,35,69,10,25,41,3,3,19,15,31,18,82,15,16,1,7,12,9,100,4,23,18,66,11,158,17,1,0,2,11,407,10,0,11,6,9,0,49,510,2,0,5,29,62,5,18,29
cell260,0,60,61,0,187,12,14,41,2,7,6,38,5,16,27,12,2,7,1,31,23,53,0,9,6,22,13,3,20,26,23,1,98,16,3,0,28,52,10,9,1,1,20,5,77,4,5,39,0,38,13,0,9,108,1,11,73,0,19,14,26,0,0,24,70,11,30,30,6,14,32,13,0,29,57,68,16,19,9,5,5,87,1,22,9,17,28,144,0,6,0,0,9,395,14,3,10,4,7,6,56,271,4,0,8,38,110,7,23,12
cell261,2,18,115,18,158,0,1,54,12,34,23,141,36,32,117,29,37,68,0,1,4,41,1,10,10,11,1,1,21,17,7,2,10,6,10,175,2,180,22,23,1,13,15,1,140,5,1,24,2,98,4,1,9,155,10,37,45,0,86,3,5,0,9,54,37,52,94,57,2,11,90,51,0,31,6,45,52,41,27,20,14,69,3,45,61,119,47,1008,12,24,0,1,12,404,37,5,22,5,3,0,7,70,13,0,17,61,1,0,26,1426
cell262,0,80,46,8,276,0,17,11,10,17,3,44,4,25,1,20,4,19,2,31,37,54,0,0,25,20,30,4,12,50,27,3,178,30,0,2,8,8,15,32,3,4,25,0,60,0,6,18,1,14,16,0,10,190,0,9,29,0,23,43,33,0,0,29,62,16,12,59,6,8,8,8,0,14,30,17,14,1,10,9,1,183,8,18,3,57,5,550,2,2,0,0,4,605,15,0,2,4,0,9,76,674,2,0,31,21,178,69,27,96
cell263,0,17,107,2,270,0,39,12,3,120,6,219,29,2,112,27,37,53,0,4,8,33,0,12,9,11,0,1,20,48,6,1,14,9,6,10,12,192,10,18,2,19,18,7,97,7,0,22,9,84,10,0,12,91,19,53,29,0,63,26,6,0,0,18,30,67,91,48,1,5,98,60,0,27,6,116,63,83,84,97,45,56,8,18,69,148,113,1124,5,22,0,0,16,431,47,16,18,29,0,11,15,81,37,0,59,143,1,2,21,1575
cell264,0,49,66,4,207,0,53,4,9,10,0,62,5,23,21,22,1,25,0,49,36,59,1,7,14,25,40,7,21,37,29,3,149,35,0,3,13,11,1,30,4,3,25,10,103,1,5,22,8,23,12,1,0,241,2,11,74,0,14,7,37,0,0,19,65,12,17,38,7,12,19,16,2,18,60,20,36,19,9,9,9,72,3,21,13,61,15,383,4,3,0,0,10,310,11,0,7,2,41,1,76,479,7,0,10,33,29,12,18,57
cell265,18,18,108,0,137,0,6,28,11,50,1,127,17,82,32,28,42,86,0,1,9,42,1,11,13,6,2,4,24,13,18,0,13,5,1,171,61,48,1,14,13,11,18,8,142,0,2,22,2,67,8,0,1,241,11,31,61,0,72,14,3,0,5,49,47,54,79,55,4,7,52,52,0,18,11,86,51,57,32,54,12,55,1,47,55,119,107,649,35,51,0,0,26,413,46,2,3,15,0,0,14,58,36,0,20,85,1,1,7,2545
cell266,21,18,121,0,110,3,11,19,0,72,4,117,18,15,66,22,17,41,0,3,5,42,0,10,10,6,1,8,14,11,8,1,11,5,19,482,13,69,2,10,14,7,17,6,145,7,1,48,7,88,15,0,21,254,6,16,54,0,24,3,5,0,2,13,46,36,67,63,7,9,35,52,0,12,4,44,59,44,15,47,47,54,7,50,27,72,135,629,50,48,0,0,23,280,57,1,33,20,0,2,12,75,33,1,10,134,4,5,29,2020
cell267,7,24,104,0,60,4,22,12,3,49,6,134,33,82,91,22,18,49,0,5,5,45,0,8,16,14,2,5,34,25,2,0,12,1,9,0,13,167,17,14,7,6,21,2,90,1,0,37,0,77,11,1,9,156,8,35,65,0,40,12,8,0,3,50,54,49,90,88,2,4,30,52,0,22,6,104,22,10,85,40,95,43,7,36,18,135,101,916,40,16,0,0,31,337,38,2,48,7,0,26,14,77,12,0,50,348,3,1,16,636
cell268,3,26,115,35,169,0,36,47,5,39,16,194,18,107,121,29,40,62,0,7,10,35,1,8,17,5,1,6,18,45,10,1,10,6,6,911,72,141,10,20,12,6,8,0,86,2,1,39,5,82,5,0,4,239,6,31,84,0,55,3,4,0,3,52,59,57,86,65,3,12,38,61,1,58,5,28,80,50,86,115,25,46,15,52,52,73,95,1310,50,10,0,1,15,385,35,7,19,35,4,3,11,42,49,0,36,272,5,3,17,1271
cell269,5,25,106,15,52,0,23,40,17,177,24,176,13,21,63,30,34,75,0,5,7,41,3,10,16,10,1,5,31,17,3,0,10,5,15,281,72,241,5,15,6,9,10,10,124,1,0,41,10,121,9,0,9,143,8,45,71,0,1,6,8,0,15,54,68,59,105,71,7,5,45,53,1,8,15,122,80,116,53,63,91,70,6,49,65,66,186,794,58,84,0,1,53,443,42,14,17,22,2,9,12,65,58,0,94,231,16,2,1,901
cell270,6,156,42,29,299,2,16,14,9,8,2,24,9,13,18,17,1,4,0,173,44,42,2,9,159,32,3,1,13,26,33,3,216,73,2,135,38,10,4,13,4,5,14,2,104,5,6,21,1,16,11,0,8,193,2,9,65,0,9,16,34,0,0,29,66,9,18,50,4,23,6,7,0,28,67,49,17,2,8,4,0,81,0,27,6,32,10,285,5,2,0,1,6,239,6,8,12,4,1,2,57,497,4,0,7,91,80,28,6,12
cell271,1,62,34,8,177,2,10,11,10,8,2,52,6,8,15,12,2,20,0,142,59,35,1,4,101,33,21,9,23,34,30,11,222,33,0,13,13,15,11,15,0,3,20,1,90,0,33,40,1,18,2,0,1,91,2,14,61,0,6,18,24,0,0,50,72,9,13,55,10,16,9,13,2,39,66,17,29,7,3,5,6,78,2,34,6,52,11,236,5,0,0,2,5,269,8,0,7,0,15,4,73,483,2,0,6,100,65,18,11,9
cell272,36,55,46,0,139,51,16,3,4,7,3,41,9,87,21,18,1,17,0,127,24,45,1,2,84,43,46,2,15,40,90,30,240,67,1,5,24,25,3,26,0,0,4,0,119,2,16,20,0,23,23,0,9,14,1,9,38,0,7,20,30,0,0,28,56,4,25,43,3,8,11,16,0,12,116,55,21,0,11,3,4,62,4,19,4,8,23,611,11,5,0,4,5,256,19,1,15,5,2,1,51,427,2,0,15,13,81,22,10,7
cell273,11,17,110,11,127,2,18,16,4,66,9,172,48,41,152,30,31,57,0,4,2,33,4,8,11,14,4,3,24,22,5,0,12,10,3,277,15,186,15,14,5,7,15,2,129,10,0,22,9,99,7,2,19,306,14,48,63,0,74,4,10,0,6,43,36,88,96,47,1,8,130,79,0,31,5,34,50,143,49,56,28,54,0,13,26,104,121,780,73,15,0,0,19,483,29,0,43,5,4,5,14,32,15,0,36,173,17,3,4,854
cell274,0,45,27,3,57,234,11,12,0,12,4,49,4,12,6,8,0,20,0,17,58,44,0,11,95,30,35,6,11,5,70,3,220,60,0,291,7,8,4,25,3,8,23,0,87,2,18,37,4,6,10,0,1,8,4,11,78,0,13,14,41,1,0,35,70,6,21,41,4,1,4,14,0,20,96,39,7,1,4,7,6,86,6,23,8,24,6,209,1,7,0,0,11,220,15,1,11,3,3,0,63,391,3,0,10,13,63,14,29,11
cell275,0,101,60,10,198,0,24,25,7,12,0,72,6,24,17,22,3,20,0,19,50,105,5,6,137,34,12,6,23,17,62,5,258,72,1,37,26,14,2,24,1,11,14,2,93,2,6,41,0,25,0,0,11,164,5,16,99,2,4,14,32,0,0,24,82,5,18,54,5,6,0,12,0,36,46,11,41,13,2,14,3,148,8,37,7,39,5,302,3,3,0,0,7,615,10,0,10,10,8,22,152,727,9,0,24,32,350,38,6,170
cell276,25,22,101,0,128,0,26,22,7,61,16,205,38,48,141,39,95,85,0,2,10,50,0,7,6,9,2,5,26,41,5,0,13,3,11,2,40,207,13,11,1,19,22,15,122,7,0,29,9,158,14,1,11,330,3,39,30,0,56,1,4,4,12,20,19,39,105,86,4,4,63,62,0,22,10,85,58,82,122,16,19,61,1,37,36,53,42,813,23,22,0,1,12,459,25,9,33,23,14,3,15,39,4,0,19,176,9,4,2,695
cell277,8,17,152,0,114,0,19,22,1,39,7,109,23,11,109,22,22,80,2,4,5,31,0,6,17,6,0,5,25,29,4,2,8,2,3,71,35,113,23,14,5,6,21,16,144,6,0,29,22,50,9,0,3,228,6,34,40,0,33,13,9,2,0,47,33,39,93,61,1,5,56,57,25,43,12,25,11,29,69,39,21,38,17,25,47,103,69,1130,105,35,0,0,23,345,47,16,11,5,13,0,14,44,24,0,41,281,3,4,13,833
